name,aliases,help,source,line,kind,section,group
사채추심,,,apocalypse_bot/commands/v40_finance.py,621,command,play,economy
사채기록,,,apocalypse_bot/commands/v40_finance.py,625,command,play,economy
운영도움말,,서버 운영 및 관리 명령어를 확인합니다.,apocalypse_bot/commands/v410_server_management.py,685,command,system,server_setup
운영초기설정,가드초기설정 | 운영설정초기화,현재 서버 구조를 감지해 운영 기능을 자동 연결합니다.,apocalypse_bot/commands/v410_server_management.py,740,command,system,server_setup
운영진단,가드진단,SERVER GUARD 명령 등록과 권한 상태를 확인합니다.,apocalypse_bot/commands/v410_server_management.py,876,command,system,server_setup
운영설정,,현재 서버 관리 설정을 확인합니다.,apocalypse_bot/commands/v410_server_management.py,919,command,system,server_setup
경고,,멤버에게 사유와 함께 경고를 부여합니다.,apocalypse_bot/commands/v410_server_management.py,968,command,system,server_setup
경고조회,,멤버의 활성 경고 기록을 확인합니다.,apocalypse_bot/commands/v410_server_management.py,992,command,system,server_setup
경고취소,,사건 번호로 활성 경고를 취소합니다.,apocalypse_bot/commands/v410_server_management.py,1016,command,system,server_setup
타임아웃,,멤버를 지정한 기간 동안 타임아웃합니다.,apocalypse_bot/commands/v410_server_management.py,1047,command,system,server_setup
타임아웃해제,,멤버의 타임아웃을 즉시 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1077,command,system,server_setup
추방,,멤버를 서버에서 추방합니다.,apocalypse_bot/commands/v410_server_management.py,1108,command,system,server_setup
차단,,멤버를 서버에서 차단합니다.,apocalypse_bot/commands/v410_server_management.py,1139,command,system,server_setup
차단해제,,유저 ID로 서버 차단을 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1170,command,system,server_setup
청소,,현재 채널의 최근 메시지를 일괄 삭제합니다.,apocalypse_bot/commands/v410_server_management.py,1199,command,system,server_setup
슬로우,,현재 채널의 느린 모드 시간을 설정합니다.,apocalypse_bot/commands/v410_server_management.py,1229,command,system,server_setup
채널잠금,,현재 채널에서 일반 멤버의 메시지 전송을 잠급니다.,apocalypse_bot/commands/v410_server_management.py,1246,command,system,server_setup
채널해제,,현재 채널의 메시지 잠금을 원래 상태로 복원합니다.,apocalypse_bot/commands/v410_server_management.py,1284,command,system,server_setup
닉네임,,멤버의 서버 닉네임을 변경하거나 초기화합니다.,apocalypse_bot/commands/v410_server_management.py,1312,command,system,server_setup
역할지급,,멤버에게 지정한 역할을 지급합니다.,apocalypse_bot/commands/v410_server_management.py,1338,command,system,server_setup
역할회수,,멤버에게서 지정한 역할을 회수합니다.,apocalypse_bot/commands/v410_server_management.py,1362,command,system,server_setup
로그채널,,운영 기록이 전송될 로그 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1383,command,system,server_setup
환영채널,,신규 멤버 환영 메시지 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1392,command,system,server_setup
인삿말설정,인사말설정 | 환영안내설정,환영 메시지에 표시할 공지·규칙·가입 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1409,command,system,server_setup
인삿말미리보기,인사말미리보기 | 환영미리보기,,apocalypse_bot/commands/v410_server_management.py,1445,command,system,server_setup
인삿말상태,인사말상태,,apocalypse_bot/commands/v410_server_management.py,1471,command,system,server_setup
퇴장채널,,멤버 퇴장 메시지 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1486,command,system,server_setup
자동역할,,신규 멤버에게 자동 지급할 역할을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1495,command,system,server_setup
자동역할해제,,신규 멤버 자동 역할을 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1520,command,system,server_setup
관리역할추가,,SERVER GUARD 운영 명령어를 사용할 역할을 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1532,command,system,server_setup
관리역할제거,,SERVER GUARD 운영 역할 등록을 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1546,command,system,server_setup
자동관리,,"도배, 멘션 도배 등 자동 관리를 켜거나 끕니다.",apocalypse_bot/commands/v410_server_management.py,1557,command,system,server_setup
초대차단,,Discord 초대 링크 자동 삭제를 켜거나 끕니다.,apocalypse_bot/commands/v410_server_management.py,1569,command,system,server_setup
욕설차단,,관리자가 등록한 금칙어 자동 삭제를 켜거나 끕니다.,apocalypse_bot/commands/v410_server_management.py,1581,command,system,server_setup
욕설추가,,자동 삭제할 금칙어를 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1593,command,system,server_setup
욕설삭제,,등록된 금칙어를 삭제합니다.,apocalypse_bot/commands/v410_server_management.py,1610,command,system,server_setup
욕설목록,,등록된 금칙어 목록을 운영진에게만 표시합니다.,apocalypse_bot/commands/v410_server_management.py,1623,command,system,server_setup
예외채널,,자동 관리가 작동하지 않을 채널을 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1636,command,system,server_setup
예외채널해제,,자동 관리 예외 채널 등록을 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1647,command,system,server_setup
자동처벌,,경고 누적 및 자동 관리 타임아웃을 켜거나 끕니다.,apocalypse_bot/commands/v410_server_management.py,1660,command,system,server_setup
문의패널,,버튼으로 문의 채널을 만드는 패널을 설치합니다.,apocalypse_bot/commands/v410_server_management.py,1672,command,system,server_setup
문의닫기,,현재 아바돈 문의 채널을 종료합니다.,apocalypse_bot/commands/v410_server_management.py,1687,command,system,server_setup
문의추가,,현재 문의 채널에 다른 멤버를 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1699,command,system,server_setup
문의제거,,현재 문의 채널에서 멤버를 제거합니다.,apocalypse_bot/commands/v410_server_management.py,1723,command,system,server_setup
서버통계,,현재 서버의 운영 및 멤버 통계를 확인합니다.,apocalypse_bot/commands/v410_server_management.py,1745,command,system,server_setup
관리확장도움말,운영강화도움말,자동 이모지 및 확장 관리 명령어를 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,490,command,system,auto_emoji
운영강화설정,관리확장초기설정,자동 이모지 채널과 격리 역할을 자동 준비합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,553,command,system,auto_emoji
자동이모지,,자동 이모지 반응 기능을 켜거나 끕니다.,apocalypse_bot/commands/v411_server_guard_plus.py,581,command,system,auto_emoji
이모지자동설정,,채널 이름을 보고 적절한 자동 반응 모드를 연결합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,601,command,system,auto_emoji
이모지채널추가,,특정 채널에 자동 반응 프리셋을 연결합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,613,command,system,auto_emoji
이모지채널삭제,,채널의 자동 이모지 규칙을 제거합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,635,command,system,auto_emoji
이모지채널목록,,자동 반응이 연결된 채널 목록을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,651,command,system,auto_emoji
이모지규칙추가,,키워드가 포함된 메시지에 자동 반응할 이모지를 추가합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,668,command,system,auto_emoji
이모지규칙삭제,,번호로 키워드 자동 반응 규칙을 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,687,command,system,auto_emoji
이모지규칙목록,,키워드 자동 반응 규칙을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,699,command,system,auto_emoji
이모지프리셋목록,,기본 및 사용자 자동 반응 프리셋을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,707,command,system,auto_emoji
이모지프리셋추가,,사용자 자동 반응 프리셋을 추가하거나 갱신합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,724,command,system,auto_emoji
이모지프리셋삭제,,사용자 자동 반응 프리셋을 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,749,command,system,auto_emoji
이모지첨부반응,,사진·영상·음성·파일 첨부 스마트 반응을 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,767,command,system,auto_emoji
이모지최대개수,,메시지 하나에 자동으로 추가할 반응 개수를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,783,command,system,auto_emoji
이모지웹훅,,웹훅 메시지에도 자동 반응할지 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,794,command,system,auto_emoji
격리역할생성,,격리 역할과 채널 권한을 생성 또는 갱신합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,814,command,system,security
안티레이드,,가입 폭주 및 신규 계정 격리 기능을 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,825,command,system,security
레이드설정,,가입 폭주 기준과 최소 계정 나이를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,848,command,system,security
레이드자동잠금,,레이드 감지 시 서버 전체 잠금 여부를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,862,command,system,security
레이드해제,,현재 레이드 감지 상태를 수동 해제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,874,command,system,security
격리,,멤버를 격리 역할로 제한합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,885,command,system,security
격리해제,,멤버의 격리 역할을 제거합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,896,command,system,security
소프트밴,,메시지를 정리한 뒤 즉시 차단 해제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,922,command,system,security
청소유저,,특정 멤버의 최근 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,959,command,system,security
청소봇,,최근 봇 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,965,command,system,security
청소링크,,최근 링크 포함 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,971,command,system,security
청소첨부,,최근 첨부 파일 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,977,command,system,security
사건조회,,SERVER GUARD 사건 번호의 상세 기록을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,983,command,system,security
사건목록,,최근 사건 또는 특정 멤버의 사건 기록을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1003,command,system,security
멤버정보,운영유저정보,"멤버의 계정, 역할, 경고, 타임아웃 정보를 확인합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1020,command,system,security
서버잠금,,모든 텍스트 채널의 일반 멤버 전송을 잠급니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1044,command,system,security
서버해제,,서버잠금으로 변경한 채널 권한을 원래대로 복원합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1056,command,system,security
비상모드,,"안티레이드, 높은 인증 수준, 서버 잠금을 한 번에 설정합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1068,command,system,security
공지전송,,지정 채널에 운영진 공지 임베드를 전송합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1109,command,system,security
투표,,현재 채널에 2~10개 선택지 투표를 만듭니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1134,command,system,security
고정메시지,,현재 채널에 자동 재게시되는 고정 안내를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1149,command,system,security
고정간격,,현재 채널 고정 메시지 재게시 간격을 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1188,command,system,security
채널복제,,현재 채널의 권한과 설정을 복제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1206,command,system,security
역할복제,,"역할의 이름, 색상, 권한을 복제합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1221,command,system,security
서버점검,,"아바돈의 권한, 역할 순서, 관리 설정을 점검합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1242,command,system,security
운영도구도움말,운영센터도움말,V4.2 운영 보조 명령어를 확인합니다.,apocalypse_bot/commands/v420_ops_center.py,112,command,system,security
운영대시보드,운영센터,SERVER GUARD 주요 설정과 운영 상태를 한 화면에 표시합니다.,apocalypse_bot/commands/v420_ops_center.py,142,command,system,security
봇권한,권한점검,현재 서버와 채널에서 아바돈이 가진 권한을 점검합니다.,apocalypse_bot/commands/v420_ops_center.py,221,command,system,security
운영설정내보내기,운영백업,현재 서버의 SERVER GUARD 설정만 JSON으로 내보냅니다.,apocalypse_bot/commands/v420_ops_center.py,259,command,system,security
채널정보,,채널 설정과 주요 권한 상태를 확인합니다.,apocalypse_bot/commands/v420_ops_center.py,279,command,system,security
역할정보,,"역할의 서열, 인원, 색상과 핵심 권한을 확인합니다.",apocalypse_bot/commands/v420_ops_center.py,327,command,system,security
대화금지,채널뮤트,현재 채널에서 특정 멤버의 전송과 반응을 제한합니다.,apocalypse_bot/commands/v420_ops_center.py,366,command,system,security
대화허용,채널언뮤트,대화금지 전에 저장한 채널 권한으로 복구합니다.,apocalypse_bot/commands/v420_ops_center.py,412,command,system,security
운영메모,,관리자 로그용 운영 메모를 저장합니다.,apocalypse_bot/commands/v420_ops_center.py,444,command,system,security
운영메모목록,,최근 운영 메모를 확인합니다.,apocalypse_bot/commands/v420_ops_center.py,483,command,system,security
운영메모삭제,,번호로 운영 메모를 삭제합니다.,apocalypse_bot/commands/v420_ops_center.py,505,command,system,security
투표종료,,현재 채널의 아바돈 투표 메시지를 집계합니다.,apocalypse_bot/commands/v420_ops_center.py,519,command,system,security
운영편의도움말,편의도움말,V4.2.1 셀프 역할과 편의 명령어를 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,148,command,system,server_setup
셀프역할추가,,셀프 역할 패널에 사용할 이모지와 역할을 등록합니다.,apocalypse_bot/commands/v421_utility_pack.py,181,command,system,server_setup
셀프역할삭제,,등록된 셀프 역할 항목을 이모지로 삭제합니다.,apocalypse_bot/commands/v421_utility_pack.py,224,command,system,server_setup
셀프역할목록,,현재 등록된 셀프 역할 항목을 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,239,command,system,server_setup
셀프역할패널,,현재 채널에 반응형 셀프 역할 패널을 만듭니다.,apocalypse_bot/commands/v421_utility_pack.py,255,command,system,server_setup
셀프역할패널목록,,저장된 셀프 역할 패널의 채널과 메시지 ID를 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,332,command,system,server_setup
셀프역할패널삭제,,메시지 ID로 셀프 역할 패널 등록과 메시지를 삭제합니다.,apocalypse_bot/commands/v421_utility_pack.py,353,command,system,server_setup
최근가입,,최근 서버에 들어온 멤버를 가입 순서대로 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,393,command,system,server_setup
의심계정,,생성된 지 얼마 안 된 계정을 운영 점검용으로 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,419,command,system,server_setup
역할멤버,,특정 역할을 가진 멤버를 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,449,command,system,server_setup
아바타,,자신 또는 멘션한 멤버의 프로필 이미지를 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,469,command,system,server_setup
서버아이콘,,현재 서버의 아이콘 원본을 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,480,command,system,server_setup
가입일,,자신 또는 멘션한 멤버의 계정 생성일과 서버 가입일을 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,493,command,system,server_setup
핑,지연시간,아바돈의 Discord 연결 지연시간을 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,524,command,system,server_setup
보안센터도움말,보안도움말,V4.2.2 보안센터와 분리 로그 명령어를 확인합니다.,apocalypse_bot/commands/v422_security_center.py,249,command,system,security
보안초기설정,로그초기설정,비공개 보안센터와 분리 로그 채널을 자동 생성합니다.,apocalypse_bot/commands/v422_security_center.py,285,command,system,security
로그채널설정,,보안/메시지/멤버/운영 로그 채널을 개별 지정합니다.,apocalypse_bot/commands/v422_security_center.py,402,command,system,security
보안상태,보안대시보드,분리 로그와 자동 관리 설정을 한 화면에 표시합니다.,apocalypse_bot/commands/v422_security_center.py,417,command,system,security
보안테스트,,분리 로그 채널 4곳에 테스트 메시지를 전송합니다.,apocalypse_bot/commands/v422_security_center.py,473,command,system,security
자동관리모드,,자동관리 적발 시 알림만/삭제/타임아웃 처리 중 하나를 선택합니다.,apocalypse_bot/commands/v422_security_center.py,493,command,system,security
자동관리기준,,"도배, 멘션, 누적 횟수와 자동 타임아웃 기준을 설정하거나 확인합니다.",apocalypse_bot/commands/v422_security_center.py,513,command,system,security
초대허용채널,,Discord 초대 링크 차단에서 제외할 채널을 추가합니다.,apocalypse_bot/commands/v422_security_center.py,545,command,system,security
초대허용해제,,Discord 초대 링크 허용 채널에서 제거합니다.,apocalypse_bot/commands/v422_security_center.py,555,command,system,security
초대허용목록,,Discord 초대 링크 차단에서 제외된 채널을 확인합니다.,apocalypse_bot/commands/v422_security_center.py,565,command,system,security
신생계정알림,,설정한 일수보다 새 계정이 가입하면 보안 로그로 알립니다.,apocalypse_bot/commands/v422_security_center.py,574,command,system,security
내경고,내제재,자신의 활성 경고와 최근 제재 기록을 확인합니다.,apocalypse_bot/commands/v422_security_center.py,588,command,system,security
제재기록,,운영진이 전체 또는 특정 멤버의 최근 제재 기록을 확인합니다.,apocalypse_bot/commands/v422_security_center.py,620,command,system,security
접수센터도움말,접수도움말,V4.2.3 문의·신고·건의 처리센터 명령어를 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,637,command,social,support
접수초기설정,,접수 카테고리와 처리 로그를 연결하고 현재 채널에 패널을 설치합니다.,apocalypse_bot/commands/v423_intake_center.py,686,command,social,support
접수패널,,현재 채널에 유형별 문의·신고·건의 접수 패널을 설치합니다.,apocalypse_bot/commands/v423_intake_center.py,727,command,social,support
접수센터상태,,접수센터 채널 연결과 처리 통계를 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,733,command,social,support
접수현황,,열린 접수 대기열을 상태별로 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,753,command,social,support
접수정보,,현재 접수 채널의 처리 정보를 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,802,command,social,support
접수담당,,현재 접수의 담당 운영자를 지정합니다.,apocalypse_bot/commands/v423_intake_center.py,817,command,social,support
접수담당해제,,현재 접수의 담당자 배정을 해제합니다.,apocalypse_bot/commands/v423_intake_center.py,841,command,social,support
접수상태,,현재 접수의 처리 상태를 변경합니다.,apocalypse_bot/commands/v423_intake_center.py,857,command,social,support
접수우선순위,접수우선도,현재 접수의 우선순위를 변경합니다.,apocalypse_bot/commands/v423_intake_center.py,878,command,social,support
접수메모,,현재 접수에 운영진 전용 처리 메모를 저장합니다.,apocalypse_bot/commands/v423_intake_center.py,899,command,social,support
답변양식추가,,접수 채널에서 사용할 빠른 답변 양식을 등록합니다. 이름 | 내용,apocalypse_bot/commands/v423_intake_center.py,938,command,social,support
답변양식삭제,,등록된 빠른 답변 양식을 삭제합니다.,apocalypse_bot/commands/v423_intake_center.py,959,command,social,support
답변양식목록,,등록된 빠른 답변 양식 목록을 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,971,command,social,support
빠른답변,,현재 접수 채널에 등록된 답변 양식을 전송합니다.,apocalypse_bot/commands/v423_intake_center.py,982,command,social,support
내접수,,현재 열린 접수 상태를 DM으로 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,1010,command,social,support
접수종료,,현재 접수를 기록과 함께 종료합니다.,apocalypse_bot/commands/v423_intake_center.py,1031,command,social,support
시즌2,백색방주 | 후일담,,apocalypse_bot/commands/v430_story_expedition.py,720,group,main,story2
시작,,,apocalypse_bot/commands/v430_story_expedition.py,731,command,main,story4
선택,,,apocalypse_bot/commands/v430_story_expedition.py,757,command,main,story4
기록,,,apocalypse_bot/commands/v430_story_expedition.py,832,command,main,story4
재시작,,,apocalypse_bot/commands/v430_story_expedition.py,856,command,main,story4
원정,원정대,,apocalypse_bot/commands/v430_story_expedition.py,1027,group,main,exploration
도움말,,,apocalypse_bot/commands/v430_story_expedition.py,1057,command,main,exploration
목록,,,apocalypse_bot/commands/v430_story_expedition.py,1076,command,social,companions
출발,,,apocalypse_bot/commands/v430_story_expedition.py,1094,command,main,exploration
행동,,,apocalypse_bot/commands/v430_story_expedition.py,1142,command,main,exploration
포기,,,apocalypse_bot/commands/v430_story_expedition.py,1358,command,main,exploration
보급,,,apocalypse_bot/commands/v430_story_expedition.py,1375,command,main,exploration
유물,,,apocalypse_bot/commands/v430_story_expedition.py,1399,command,main,quests
기록,,,apocalypse_bot/commands/v430_story_expedition.py,1415,command,main,story4
랭킹,,,apocalypse_bot/commands/v430_story_expedition.py,1426,command,main,codex
신규장비,장비패치,,apocalypse_bot/commands/v431_growth_balance.py,413,command,main,quests
경제밸런스,경제변경,,apocalypse_bot/commands/v431_growth_balance.py,427,command,main,quests
유물,,,apocalypse_bot/commands/v431_growth_balance.py,442,group,main,quests
장착,,,apocalypse_bot/commands/v431_growth_balance.py,467,command,play,gear
해제,,,apocalypse_bot/commands/v431_growth_balance.py,486,command,play,gear
강화,,,apocalypse_bot/commands/v431_growth_balance.py,501,command,play,gear
분해,,,apocalypse_bot/commands/v431_growth_balance.py,528,command,main,quests
장비,,,apocalypse_bot/commands/v431_growth_balance.py,550,command,play,gear
임무,,,apocalypse_bot/commands/v431_growth_balance.py,563,command,main,quests
임무보상,,,apocalypse_bot/commands/v431_growth_balance.py,581,command,main,quests
복구,,,apocalypse_bot/commands/v431_growth_balance.py,611,command,main,quests
장면,,,apocalypse_bot/commands/v431_growth_balance.py,632,command,main,story2
수집,,,apocalypse_bot/commands/v431_growth_balance.py,657,command,main,quests
계승,,,apocalypse_bot/commands/v431_growth_balance.py,676,command,main,story2
복구,,,apocalypse_bot/commands/v431_growth_balance.py,692,command,main,quests
강화기록,,최근 강화 결과 10개를 확인합니다.,apocalypse_bot/commands/v432_forge_live.py,1059,command,play,gear
강화연출,,강화 단계별 장비 표시 이름과 장인의 열기를 안내합니다.,apocalypse_bot/commands/v432_forge_live.py,1077,command,play,gear
실시간피드상태,,Background Worker와 홈페이지 실시간 피드 릴레이 상태를 확인합니다.,apocalypse_bot/commands/v432_forge_live.py,1088,command,play,gear
실시간피드,,홈페이지 공개 이벤트 피드를 켜거나 끕니다.,apocalypse_bot/commands/v432_forge_live.py,1120,command,play,gear
실시간공지,,공식 홈페이지 실시간 피드에 공개 공지를 등록합니다.,apocalypse_bot/commands/v432_forge_live.py,1136,command,play,gear
실시간피드테스트,,별도 Web Service로 테스트 이벤트와 상태 심박을 직접 전송합니다.,apocalypse_bot/commands/v432_forge_live.py,1154,command,play,gear
TTS,티티에스 | 음성성역,,apocalypse_bot/commands/v433_voice_sanctuary.py,1373,group,social,voice
음성입장,보이스입장,,apocalypse_bot/commands/v433_voice_sanctuary.py,1395,command,social,voice
음성퇴장,보이스퇴장,,apocalypse_bot/commands/v433_voice_sanctuary.py,1412,command,social,voice
말해,읽어 | say,,apocalypse_bot/commands/v433_voice_sanctuary.py,1425,command,social,voice
채널,채널설정 | 자동채널 | setchannel,,apocalypse_bot/commands/v433_voice_sanctuary.py,1475,command,social,voice
TTS채널,채널설정 | TTS채널설정,,apocalypse_bot/commands/v433_voice_sanctuary.py,1483,command,social,voice
켜기,on,,apocalypse_bot/commands/v433_voice_sanctuary.py,1491,command,social,voice
끄기,off,,apocalypse_bot/commands/v433_voice_sanctuary.py,1514,command,social,voice
음성채널,보이스채널,,apocalypse_bot/commands/v433_voice_sanctuary.py,1525,command,social,voice
목소리,음성,,apocalypse_bot/commands/v433_voice_sanctuary.py,1538,command,social,voice
기본목소리,서버목소리 | defaultvoice,,apocalypse_bot/commands/v433_voice_sanctuary.py,1566,command,social,voice
엔진,provider,,apocalypse_bot/commands/v433_voice_sanctuary.py,1586,command,social,voice
TTS엔진,,,apocalypse_bot/commands/v433_voice_sanctuary.py,1604,command,social,voice
음성격리초기화,음성복구 | voice-reset,,apocalypse_bot/commands/v433_voice_sanctuary.py,1608,command,social,voice
속도,,,apocalypse_bot/commands/v433_voice_sanctuary.py,1620,command,social,voice
볼륨,,,apocalypse_bot/commands/v433_voice_sanctuary.py,1633,command,social,voice
대기열,queue,,apocalypse_bot/commands/v433_voice_sanctuary.py,1646,command,social,voice
비우기,clear,,apocalypse_bot/commands/v433_voice_sanctuary.py,1655,command,social,voice
진단,diagnose | 검사,,apocalypse_bot/commands/v433_voice_sanctuary.py,1665,command,social,voice
상태,status,,apocalypse_bot/commands/v433_voice_sanctuary.py,1689,command,system,server_setup
목소리,,내 TTS 목소리를 드롭다운에서 선택합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1770,command,social,voice
내설정,,내 TTS 목소리와 서버 기본 설정을 확인합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1783,command,social,voice
초기화,,내 개인 목소리 설정을 지우고 서버 기본값을 사용합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1799,command,social,voice
미리듣기,,선택한 목소리를 지정 음성 채널에서 시험 재생합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1814,command,social,voice
기본목소리,,개인 설정이 없는 사용자의 서버 기본 목소리를 정합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1843,command,social,voice
엔진,,서버 TTS 합성 엔진을 선택합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1861,command,social,voice
채널,,현재 채널을 TTS 채팅 채널로 지정합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1872,command,social,voice
켜기,,저장된 채널에서 자동 TTS를 켭니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1893,command,social,voice
끄기,,자동 TTS를 끄고 대기열을 비웁니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1908,command,social,voice
서버리뉴얼,서버정리 | 서버디자인,,apocalypse_bot/commands/v433_voice_sanctuary.py,2083,group,social,voice
테마목록,themes | 테마,,apocalypse_bot/commands/v433_voice_sanctuary.py,2209,command,social,voice
미리보기,preview,,apocalypse_bot/commands/v433_voice_sanctuary.py,2224,command,social,voice
적용,apply | 계획,,apocalypse_bot/commands/v433_voice_sanctuary.py,2234,command,social,voice
게임미리보기,봇게임미리보기 | 게임프리뷰,,apocalypse_bot/commands/v433_voice_sanctuary.py,2285,command,social,voice
게임정리,봇게임정리 | 게임채널정리,,apocalypse_bot/commands/v433_voice_sanctuary.py,2295,command,social,voice
백업,수동백업 | backup,,apocalypse_bot/commands/v433_voice_sanctuary.py,2340,command,social,voice
백업목록,backups | 복구목록,,apocalypse_bot/commands/v433_voice_sanctuary.py,2356,command,system,audit
되돌리기,undo | 복원,,apocalypse_bot/commands/v433_voice_sanctuary.py,2425,command,social,voice
다음,next | 계속,,apocalypse_bot/commands/v433_voice_sanctuary.py,2489,command,social,voice
계획상태,planstatus | 적용상태,,apocalypse_bot/commands/v433_voice_sanctuary.py,2590,command,social,voice
자동시작,autostart | 자동진행,,apocalypse_bot/commands/v433_voice_sanctuary.py,2692,command,social,voice
자동중지,autostop | 자동일시정지,,apocalypse_bot/commands/v433_voice_sanctuary.py,2736,command,social,voice
자동상태,autostatus,,apocalypse_bot/commands/v433_voice_sanctuary.py,2752,command,social,voice
429상태,ratelimit | 쿨다운 | 안전대기,,apocalypse_bot/commands/v433_voice_sanctuary.py,2775,command,social,voice
계획취소,plancancel | 적용취소,,apocalypse_bot/commands/v433_voice_sanctuary.py,2797,command,social,voice
복구다음,recovernext | 복구계속,,apocalypse_bot/commands/v433_voice_sanctuary.py,2816,command,social,voice
복구상태,recoverstatus,,apocalypse_bot/commands/v433_voice_sanctuary.py,2935,command,social,voice
복구취소,recovercancel,,apocalypse_bot/commands/v433_voice_sanctuary.py,2958,command,social,voice
중지,stop | 취소,,apocalypse_bot/commands/v433_voice_sanctuary.py,2971,command,social,voice
작업상태,progress | 진행상태,,apocalypse_bot/commands/v433_voice_sanctuary.py,2997,command,social,voice
긴급정리,cleanup | 잔여정리,,apocalypse_bot/commands/v433_voice_sanctuary.py,3012,command,social,voice
상태,status,,apocalypse_bot/commands/v433_voice_sanctuary.py,3059,command,system,server_setup
빈카테고리,empty,,apocalypse_bot/commands/v433_voice_sanctuary.py,3074,command,social,voice
