name,aliases,section,group,group_ko,help,source,line,kind
역할지급,,system,server_setup,서버 설치·채널·역할,멤버에게 지정한 역할을 지급합니다.,apocalypse_bot/commands/v410_server_management.py,1338,command
역할회수,,system,server_setup,서버 설치·채널·역할,멤버에게서 지정한 역할을 회수합니다.,apocalypse_bot/commands/v410_server_management.py,1362,command
로그채널,,system,server_setup,서버 설치·채널·역할,운영 기록이 전송될 로그 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1383,command
환영채널,,system,server_setup,서버 설치·채널·역할,신규 멤버 환영 메시지 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1392,command
인삿말설정,인사말설정 | 환영안내설정,system,server_setup,서버 설치·채널·역할,환영 메시지에 표시할 공지·규칙·가입 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1409,command
인삿말미리보기,인사말미리보기 | 환영미리보기,system,server_setup,서버 설치·채널·역할,,apocalypse_bot/commands/v410_server_management.py,1445,command
인삿말상태,인사말상태,system,server_setup,서버 설치·채널·역할,,apocalypse_bot/commands/v410_server_management.py,1471,command
퇴장채널,,system,server_setup,서버 설치·채널·역할,멤버 퇴장 메시지 채널을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1486,command
자동역할,,system,server_setup,서버 설치·채널·역할,신규 멤버에게 자동 지급할 역할을 지정합니다.,apocalypse_bot/commands/v410_server_management.py,1495,command
자동역할해제,,system,server_setup,서버 설치·채널·역할,신규 멤버 자동 역할을 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1520,command
관리역할추가,,system,server_setup,서버 설치·채널·역할,SERVER GUARD 운영 명령어를 사용할 역할을 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1532,command
관리역할제거,,system,server_setup,서버 설치·채널·역할,SERVER GUARD 운영 역할 등록을 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1546,command
자동관리,,system,server_setup,서버 설치·채널·역할,"도배, 멘션 도배 등 자동 관리를 켜거나 끕니다.",apocalypse_bot/commands/v410_server_management.py,1557,command
초대차단,,system,server_setup,서버 설치·채널·역할,Discord 초대 링크 자동 삭제를 켜거나 끕니다.,apocalypse_bot/commands/v410_server_management.py,1569,command
욕설차단,,system,server_setup,서버 설치·채널·역할,관리자가 등록한 금칙어 자동 삭제를 켜거나 끕니다.,apocalypse_bot/commands/v410_server_management.py,1581,command
욕설추가,,system,server_setup,서버 설치·채널·역할,자동 삭제할 금칙어를 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1593,command
욕설삭제,,system,server_setup,서버 설치·채널·역할,등록된 금칙어를 삭제합니다.,apocalypse_bot/commands/v410_server_management.py,1610,command
욕설목록,,system,server_setup,서버 설치·채널·역할,등록된 금칙어 목록을 운영진에게만 표시합니다.,apocalypse_bot/commands/v410_server_management.py,1623,command
예외채널,,system,server_setup,서버 설치·채널·역할,자동 관리가 작동하지 않을 채널을 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1636,command
예외채널해제,,system,server_setup,서버 설치·채널·역할,자동 관리 예외 채널 등록을 해제합니다.,apocalypse_bot/commands/v410_server_management.py,1647,command
자동처벌,,system,server_setup,서버 설치·채널·역할,경고 누적 및 자동 관리 타임아웃을 켜거나 끕니다.,apocalypse_bot/commands/v410_server_management.py,1660,command
문의패널,,system,server_setup,서버 설치·채널·역할,버튼으로 문의 채널을 만드는 패널을 설치합니다.,apocalypse_bot/commands/v410_server_management.py,1672,command
문의닫기,,system,server_setup,서버 설치·채널·역할,현재 아바돈 문의 채널을 종료합니다.,apocalypse_bot/commands/v410_server_management.py,1687,command
문의추가,,system,server_setup,서버 설치·채널·역할,현재 문의 채널에 다른 멤버를 추가합니다.,apocalypse_bot/commands/v410_server_management.py,1699,command
문의제거,,system,server_setup,서버 설치·채널·역할,현재 문의 채널에서 멤버를 제거합니다.,apocalypse_bot/commands/v410_server_management.py,1723,command
서버통계,,system,server_setup,서버 설치·채널·역할,현재 서버의 운영 및 멤버 통계를 확인합니다.,apocalypse_bot/commands/v410_server_management.py,1745,command
관리확장도움말,운영강화도움말,system,auto_emoji,자동 이모지·반응,자동 이모지 및 확장 관리 명령어를 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,490,command
운영강화설정,관리확장초기설정,system,auto_emoji,자동 이모지·반응,자동 이모지 채널과 격리 역할을 자동 준비합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,553,command
자동이모지,,system,auto_emoji,자동 이모지·반응,자동 이모지 반응 기능을 켜거나 끕니다.,apocalypse_bot/commands/v411_server_guard_plus.py,581,command
이모지자동설정,,system,auto_emoji,자동 이모지·반응,채널 이름을 보고 적절한 자동 반응 모드를 연결합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,601,command
이모지채널추가,,system,auto_emoji,자동 이모지·반응,특정 채널에 자동 반응 프리셋을 연결합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,613,command
이모지채널삭제,,system,auto_emoji,자동 이모지·반응,채널의 자동 이모지 규칙을 제거합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,635,command
이모지채널목록,,system,auto_emoji,자동 이모지·반응,자동 반응이 연결된 채널 목록을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,651,command
이모지규칙추가,,system,auto_emoji,자동 이모지·반응,키워드가 포함된 메시지에 자동 반응할 이모지를 추가합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,668,command
이모지규칙삭제,,system,auto_emoji,자동 이모지·반응,번호로 키워드 자동 반응 규칙을 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,687,command
이모지규칙목록,,system,auto_emoji,자동 이모지·반응,키워드 자동 반응 규칙을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,699,command
이모지프리셋목록,,system,auto_emoji,자동 이모지·반응,기본 및 사용자 자동 반응 프리셋을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,707,command
이모지프리셋추가,,system,auto_emoji,자동 이모지·반응,사용자 자동 반응 프리셋을 추가하거나 갱신합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,724,command
이모지프리셋삭제,,system,auto_emoji,자동 이모지·반응,사용자 자동 반응 프리셋을 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,749,command
이모지첨부반응,,system,auto_emoji,자동 이모지·반응,사진·영상·음성·파일 첨부 스마트 반응을 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,767,command
이모지최대개수,,system,auto_emoji,자동 이모지·반응,메시지 하나에 자동으로 추가할 반응 개수를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,783,command
이모지웹훅,,system,auto_emoji,자동 이모지·반응,웹훅 메시지에도 자동 반응할지 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,794,command
격리역할생성,,system,security,권한·보안·관리,격리 역할과 채널 권한을 생성 또는 갱신합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,814,command
안티레이드,,system,security,권한·보안·관리,가입 폭주 및 신규 계정 격리 기능을 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,825,command
레이드설정,,system,security,권한·보안·관리,가입 폭주 기준과 최소 계정 나이를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,848,command
레이드자동잠금,,system,security,권한·보안·관리,레이드 감지 시 서버 전체 잠금 여부를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,862,command
레이드해제,,system,security,권한·보안·관리,현재 레이드 감지 상태를 수동 해제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,874,command
격리,,system,security,권한·보안·관리,멤버를 격리 역할로 제한합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,885,command
격리해제,,system,security,권한·보안·관리,멤버의 격리 역할을 제거합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,896,command
소프트밴,,system,security,권한·보안·관리,메시지를 정리한 뒤 즉시 차단 해제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,922,command
청소유저,,system,security,권한·보안·관리,특정 멤버의 최근 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,959,command
청소봇,,system,security,권한·보안·관리,최근 봇 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,965,command
청소링크,,system,security,권한·보안·관리,최근 링크 포함 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,971,command
청소첨부,,system,security,권한·보안·관리,최근 첨부 파일 메시지만 삭제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,977,command
사건조회,,system,security,권한·보안·관리,SERVER GUARD 사건 번호의 상세 기록을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,983,command
사건목록,,system,security,권한·보안·관리,최근 사건 또는 특정 멤버의 사건 기록을 확인합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1003,command
멤버정보,운영유저정보,system,security,권한·보안·관리,"멤버의 계정, 역할, 경고, 타임아웃 정보를 확인합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1020,command
서버잠금,,system,security,권한·보안·관리,모든 텍스트 채널의 일반 멤버 전송을 잠급니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1044,command
서버해제,,system,security,권한·보안·관리,서버잠금으로 변경한 채널 권한을 원래대로 복원합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1056,command
비상모드,,system,security,권한·보안·관리,"안티레이드, 높은 인증 수준, 서버 잠금을 한 번에 설정합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1068,command
공지전송,,system,security,권한·보안·관리,지정 채널에 운영진 공지 임베드를 전송합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1109,command
투표,,system,security,권한·보안·관리,현재 채널에 2~10개 선택지 투표를 만듭니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1134,command
고정메시지,,system,security,권한·보안·관리,현재 채널에 자동 재게시되는 고정 안내를 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1149,command
고정간격,,system,security,권한·보안·관리,현재 채널 고정 메시지 재게시 간격을 설정합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1188,command
채널복제,,system,security,권한·보안·관리,현재 채널의 권한과 설정을 복제합니다.,apocalypse_bot/commands/v411_server_guard_plus.py,1206,command
역할복제,,system,security,권한·보안·관리,"역할의 이름, 색상, 권한을 복제합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1221,command
서버점검,,system,security,권한·보안·관리,"아바돈의 권한, 역할 순서, 관리 설정을 점검합니다.",apocalypse_bot/commands/v411_server_guard_plus.py,1242,command
운영도구도움말,운영센터도움말,system,security,권한·보안·관리,V4.2 운영 보조 명령어를 확인합니다.,apocalypse_bot/commands/v420_ops_center.py,112,command
운영대시보드,운영센터,system,security,권한·보안·관리,SERVER GUARD 주요 설정과 운영 상태를 한 화면에 표시합니다.,apocalypse_bot/commands/v420_ops_center.py,142,command
봇권한,권한점검,system,security,권한·보안·관리,현재 서버와 채널에서 아바돈이 가진 권한을 점검합니다.,apocalypse_bot/commands/v420_ops_center.py,221,command
운영설정내보내기,운영백업,system,security,권한·보안·관리,현재 서버의 SERVER GUARD 설정만 JSON으로 내보냅니다.,apocalypse_bot/commands/v420_ops_center.py,259,command
채널정보,,system,security,권한·보안·관리,채널 설정과 주요 권한 상태를 확인합니다.,apocalypse_bot/commands/v420_ops_center.py,279,command
역할정보,,system,security,권한·보안·관리,"역할의 서열, 인원, 색상과 핵심 권한을 확인합니다.",apocalypse_bot/commands/v420_ops_center.py,327,command
대화금지,채널뮤트,system,security,권한·보안·관리,현재 채널에서 특정 멤버의 전송과 반응을 제한합니다.,apocalypse_bot/commands/v420_ops_center.py,366,command
대화허용,채널언뮤트,system,security,권한·보안·관리,대화금지 전에 저장한 채널 권한으로 복구합니다.,apocalypse_bot/commands/v420_ops_center.py,412,command
운영메모,,system,security,권한·보안·관리,관리자 로그용 운영 메모를 저장합니다.,apocalypse_bot/commands/v420_ops_center.py,444,command
운영메모목록,,system,security,권한·보안·관리,최근 운영 메모를 확인합니다.,apocalypse_bot/commands/v420_ops_center.py,483,command
운영메모삭제,,system,security,권한·보안·관리,번호로 운영 메모를 삭제합니다.,apocalypse_bot/commands/v420_ops_center.py,505,command
투표종료,,system,security,권한·보안·관리,현재 채널의 아바돈 투표 메시지를 집계합니다.,apocalypse_bot/commands/v420_ops_center.py,519,command
운영편의도움말,편의도움말,system,server_setup,서버 설치·채널·역할,V4.2.1 셀프 역할과 편의 명령어를 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,148,command
셀프역할추가,,system,server_setup,서버 설치·채널·역할,셀프 역할 패널에 사용할 이모지와 역할을 등록합니다.,apocalypse_bot/commands/v421_utility_pack.py,181,command
셀프역할삭제,,system,server_setup,서버 설치·채널·역할,등록된 셀프 역할 항목을 이모지로 삭제합니다.,apocalypse_bot/commands/v421_utility_pack.py,224,command
셀프역할목록,,system,server_setup,서버 설치·채널·역할,현재 등록된 셀프 역할 항목을 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,239,command
셀프역할패널,,system,server_setup,서버 설치·채널·역할,현재 채널에 반응형 셀프 역할 패널을 만듭니다.,apocalypse_bot/commands/v421_utility_pack.py,255,command
셀프역할패널목록,,system,server_setup,서버 설치·채널·역할,저장된 셀프 역할 패널의 채널과 메시지 ID를 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,332,command
셀프역할패널삭제,,system,server_setup,서버 설치·채널·역할,메시지 ID로 셀프 역할 패널 등록과 메시지를 삭제합니다.,apocalypse_bot/commands/v421_utility_pack.py,353,command
최근가입,,system,server_setup,서버 설치·채널·역할,최근 서버에 들어온 멤버를 가입 순서대로 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,393,command
의심계정,,system,server_setup,서버 설치·채널·역할,생성된 지 얼마 안 된 계정을 운영 점검용으로 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,419,command
역할멤버,,system,server_setup,서버 설치·채널·역할,특정 역할을 가진 멤버를 확인합니다.,apocalypse_bot/commands/v421_utility_pack.py,449,command
아바타,,system,server_setup,서버 설치·채널·역할,자신 또는 멘션한 멤버의 프로필 이미지를 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,469,command
서버아이콘,,system,server_setup,서버 설치·채널·역할,현재 서버의 아이콘 원본을 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,480,command
가입일,,system,server_setup,서버 설치·채널·역할,자신 또는 멘션한 멤버의 계정 생성일과 서버 가입일을 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,493,command
핑,지연시간,system,server_setup,서버 설치·채널·역할,아바돈의 Discord 연결 지연시간을 표시합니다.,apocalypse_bot/commands/v421_utility_pack.py,524,command
보안센터도움말,보안도움말,system,security,권한·보안·관리,V4.2.2 보안센터와 분리 로그 명령어를 확인합니다.,apocalypse_bot/commands/v422_security_center.py,249,command
보안초기설정,로그초기설정,system,security,권한·보안·관리,비공개 보안센터와 분리 로그 채널을 자동 생성합니다.,apocalypse_bot/commands/v422_security_center.py,285,command
로그채널설정,,system,security,권한·보안·관리,보안/메시지/멤버/운영 로그 채널을 개별 지정합니다.,apocalypse_bot/commands/v422_security_center.py,402,command
보안상태,보안대시보드,system,security,권한·보안·관리,분리 로그와 자동 관리 설정을 한 화면에 표시합니다.,apocalypse_bot/commands/v422_security_center.py,417,command
보안테스트,,system,security,권한·보안·관리,분리 로그 채널 4곳에 테스트 메시지를 전송합니다.,apocalypse_bot/commands/v422_security_center.py,473,command
자동관리모드,,system,security,권한·보안·관리,자동관리 적발 시 알림만/삭제/타임아웃 처리 중 하나를 선택합니다.,apocalypse_bot/commands/v422_security_center.py,493,command
자동관리기준,,system,security,권한·보안·관리,"도배, 멘션, 누적 횟수와 자동 타임아웃 기준을 설정하거나 확인합니다.",apocalypse_bot/commands/v422_security_center.py,513,command
초대허용채널,,system,security,권한·보안·관리,Discord 초대 링크 차단에서 제외할 채널을 추가합니다.,apocalypse_bot/commands/v422_security_center.py,545,command
초대허용해제,,system,security,권한·보안·관리,Discord 초대 링크 허용 채널에서 제거합니다.,apocalypse_bot/commands/v422_security_center.py,555,command
초대허용목록,,system,security,권한·보안·관리,Discord 초대 링크 차단에서 제외된 채널을 확인합니다.,apocalypse_bot/commands/v422_security_center.py,565,command
신생계정알림,,system,security,권한·보안·관리,설정한 일수보다 새 계정이 가입하면 보안 로그로 알립니다.,apocalypse_bot/commands/v422_security_center.py,574,command
내경고,내제재,system,security,권한·보안·관리,자신의 활성 경고와 최근 제재 기록을 확인합니다.,apocalypse_bot/commands/v422_security_center.py,588,command
제재기록,,system,security,권한·보안·관리,운영진이 전체 또는 특정 멤버의 최근 제재 기록을 확인합니다.,apocalypse_bot/commands/v422_security_center.py,620,command
접수센터도움말,접수도움말,social,support,문의·건의·신고·도움,V4.2.3 문의·신고·건의 처리센터 명령어를 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,637,command
접수초기설정,,social,support,문의·건의·신고·도움,접수 카테고리와 처리 로그를 연결하고 현재 채널에 패널을 설치합니다.,apocalypse_bot/commands/v423_intake_center.py,686,command
접수패널,,social,support,문의·건의·신고·도움,현재 채널에 유형별 문의·신고·건의 접수 패널을 설치합니다.,apocalypse_bot/commands/v423_intake_center.py,727,command
접수센터상태,,social,support,문의·건의·신고·도움,접수센터 채널 연결과 처리 통계를 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,733,command
접수현황,,social,support,문의·건의·신고·도움,열린 접수 대기열을 상태별로 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,753,command
접수정보,,social,support,문의·건의·신고·도움,현재 접수 채널의 처리 정보를 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,802,command
접수담당,,social,support,문의·건의·신고·도움,현재 접수의 담당 운영자를 지정합니다.,apocalypse_bot/commands/v423_intake_center.py,817,command
접수담당해제,,social,support,문의·건의·신고·도움,현재 접수의 담당자 배정을 해제합니다.,apocalypse_bot/commands/v423_intake_center.py,841,command
접수상태,,social,support,문의·건의·신고·도움,현재 접수의 처리 상태를 변경합니다.,apocalypse_bot/commands/v423_intake_center.py,857,command
접수우선순위,접수우선도,social,support,문의·건의·신고·도움,현재 접수의 우선순위를 변경합니다.,apocalypse_bot/commands/v423_intake_center.py,878,command
접수메모,,social,support,문의·건의·신고·도움,현재 접수에 운영진 전용 처리 메모를 저장합니다.,apocalypse_bot/commands/v423_intake_center.py,899,command
답변양식추가,,social,support,문의·건의·신고·도움,접수 채널에서 사용할 빠른 답변 양식을 등록합니다. 이름 | 내용,apocalypse_bot/commands/v423_intake_center.py,938,command
답변양식삭제,,social,support,문의·건의·신고·도움,등록된 빠른 답변 양식을 삭제합니다.,apocalypse_bot/commands/v423_intake_center.py,959,command
답변양식목록,,social,support,문의·건의·신고·도움,등록된 빠른 답변 양식 목록을 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,971,command
빠른답변,,social,support,문의·건의·신고·도움,현재 접수 채널에 등록된 답변 양식을 전송합니다.,apocalypse_bot/commands/v423_intake_center.py,982,command
내접수,,social,support,문의·건의·신고·도움,현재 열린 접수 상태를 DM으로 확인합니다.,apocalypse_bot/commands/v423_intake_center.py,1010,command
접수종료,,social,support,문의·건의·신고·도움,현재 접수를 기록과 함께 종료합니다.,apocalypse_bot/commands/v423_intake_center.py,1031,command
시즌2,백색방주 | 후일담,main,story2,시즌 2 · 백색 방주,,apocalypse_bot/commands/v430_story_expedition.py,720,group
시작,,main,story2,시즌 2 · 백색 방주,,apocalypse_bot/commands/v430_story_expedition.py,731,command
선택,,main,story2,시즌 2 · 백색 방주,,apocalypse_bot/commands/v430_story_expedition.py,757,command
기록,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,832,command
재시작,,main,story2,시즌 2 · 백색 방주,,apocalypse_bot/commands/v430_story_expedition.py,856,command
원정,원정대,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1027,group
도움말,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1057,command
목록,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1076,command
출발,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1094,command
행동,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1142,command
포기,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1358,command
보급,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1375,command
유물,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1399,command
기록,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1415,command
랭킹,,main,exploration,생존 탐험·원정·사건,,apocalypse_bot/commands/v430_story_expedition.py,1426,command
신규장비,장비패치,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,413,command
경제밸런스,경제변경,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,427,command
유물,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,442,group
장착,,play,gear,상점·장비·강화·제작,,apocalypse_bot/commands/v431_growth_balance.py,467,command
해제,,play,gear,상점·장비·강화·제작,,apocalypse_bot/commands/v431_growth_balance.py,486,command
강화,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,501,command
분해,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,528,command
장비,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,550,command
임무,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,563,command
임무보상,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,581,command
복구,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,611,command
장면,,main,story2,시즌 2 · 백색 방주,,apocalypse_bot/commands/v431_growth_balance.py,632,command
수집,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,657,command
계승,,main,story2,시즌 2 · 백색 방주,,apocalypse_bot/commands/v431_growth_balance.py,676,command
복구,,main,quests,퀘스트·성장·업적,,apocalypse_bot/commands/v431_growth_balance.py,692,command
강화기록,,play,gear,상점·장비·강화·제작,최근 강화 결과 10개를 확인합니다.,apocalypse_bot/commands/v432_forge_live.py,1059,command
강화연출,,play,gear,상점·장비·강화·제작,강화 단계별 장비 표시 이름과 장인의 열기를 안내합니다.,apocalypse_bot/commands/v432_forge_live.py,1077,command
실시간피드상태,,play,gear,상점·장비·강화·제작,Background Worker와 홈페이지 실시간 피드 릴레이 상태를 확인합니다.,apocalypse_bot/commands/v432_forge_live.py,1088,command
실시간피드,,play,gear,상점·장비·강화·제작,홈페이지 공개 이벤트 피드를 켜거나 끕니다.,apocalypse_bot/commands/v432_forge_live.py,1120,command
실시간공지,,play,gear,상점·장비·강화·제작,공식 홈페이지 실시간 피드에 공개 공지를 등록합니다.,apocalypse_bot/commands/v432_forge_live.py,1136,command
실시간피드테스트,,play,gear,상점·장비·강화·제작,별도 Web Service로 테스트 이벤트와 상태 심박을 직접 전송합니다.,apocalypse_bot/commands/v432_forge_live.py,1154,command
TTS,티티에스 | 음성성역,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1373,group
음성입장,보이스입장,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1395,command
음성퇴장,보이스퇴장,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1412,command
말해,읽어 | say,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1425,command
채널,채널설정 | 자동채널 | setchannel,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1475,command
TTS채널,채널설정 | TTS채널설정,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1483,command
켜기,on,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1491,command
끄기,off,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1514,command
음성채널,보이스채널,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1525,command
목소리,음성,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1538,command
기본목소리,서버목소리 | defaultvoice,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1566,command
엔진,provider,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1586,command
TTS엔진,,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1604,command
음성격리초기화,음성복구 | voice-reset,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1608,command
속도,,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1620,command
볼륨,,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1633,command
대기열,queue,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1646,command
비우기,clear,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1655,command
진단,diagnose | 검사,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1665,command
상태,status,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,1689,command
목소리,,social,voice,음성·하이라이트·미디어,내 TTS 목소리를 드롭다운에서 선택합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1770,command
내설정,,social,voice,음성·하이라이트·미디어,내 TTS 목소리와 서버 기본 설정을 확인합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1783,command
초기화,,social,voice,음성·하이라이트·미디어,내 개인 목소리 설정을 지우고 서버 기본값을 사용합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1799,command
미리듣기,,social,voice,음성·하이라이트·미디어,선택한 목소리를 지정 음성 채널에서 시험 재생합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1814,command
기본목소리,,social,voice,음성·하이라이트·미디어,개인 설정이 없는 사용자의 서버 기본 목소리를 정합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1843,command
엔진,,social,voice,음성·하이라이트·미디어,서버 TTS 합성 엔진을 선택합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1861,command
채널,,social,voice,음성·하이라이트·미디어,현재 채널을 TTS 채팅 채널로 지정합니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1872,command
켜기,,social,voice,음성·하이라이트·미디어,저장된 채널에서 자동 TTS를 켭니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1893,command
끄기,,social,voice,음성·하이라이트·미디어,자동 TTS를 끄고 대기열을 비웁니다.,apocalypse_bot/commands/v433_voice_sanctuary.py,1908,command
서버리뉴얼,서버정리 | 서버디자인,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,2083,group
테마목록,themes | 테마,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,2209,command
미리보기,preview,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,2224,command
적용,apply | 계획,social,voice,음성·하이라이트·미디어,,apocalypse_bot/commands/v433_voice_sanctuary.py,2234,command
